eup_loc_uid,unit_count,bsl_flag,building_type_code,land_use_code,county_geoid,block_geoid,h3_9,latitude,longitude,fcc_rel
8ab484aabe6a849c,2,True,X,2,26097,260979504003021,89276e495afffff,45.86456188,-84.73966766,12312023
fc42fc134fcfac6a,1,True,R,1,26097,260979504003025,89276e495a7ffff,45.86517194,-84.73859055,12312023
7b318daca3988dfc,1,True,R,1,26097,260979504003025,89276e495a7ffff,45.86507693,-84.73859555,12312023
ae89b0f130f6d4e9,1,True,R,1,26097,260979505004034,89276e486dbffff,45.88291762,-84.72646734,12312023
d634426f37f14da8,1,True,R,1,26097,260979505004039,89276e486dbffff,45.88297162,-84.72494519,12312023
c0c64db531a7dfd7,1,True,R,1,26097,260979505004034,89276e4b323ffff,45.8837007,-84.73550625,12312023
5f8bce8baf4fe569,1,True,R,1,26097,260979505004034,89276e486dbffff,45.88329175,-84.7260563,12312023
b57787eb2122c627,1,True,R,1,26097,260979505004034,89276e486dbffff,45.88364679,-84.72692839,12312023
ab5e68fc46cab5df,1,True,R,1,26097,260979505004034,89276e486dbffff,45.88313874,-84.7260733,12312023
c5c1fdd308444ef5,1,True,R,1,26033,260339707001002,892763036d7ffff,46.74637806,-84.98717341,12312023
c395e0aa9fb0e834,2,True,R,4,26033,260339707001002,892763036d7ffff,46.74744717,-84.98576727,12312023
fddc06d7c8121444,1,True,R,4,26033,260339707001173,89276301633ffff,46.68694002,-85.03459515,12312023
8d2ceac6ff282983,1,True,R,4,26033,260339707001173,89276301633ffff,46.68588091,-85.03473917,12312023
cd26cfc3972abc7d,1,True,R,4,26033,260339707001174,89276301633ffff,46.68665809,-85.03555125,12312023
ff75fe3c03510f5a,1,True,R,4,26033,260339707001007,892763010dbffff,46.68520795,-85.03039073,12312023
5a5bd4a7f30c3075,2,True,R,4,26033,260339707001007,892763016afffff,46.68630706,-85.03039073,12312023
e891a69714c0a519,1,True,R,4,26033,260339707001007,892763016afffff,46.68643207,-85.03067376,12312023
f8953272c69baa66,1,True,R,1,26033,260339707001173,892763016afffff,46.68743817,-85.03125182,12312023
6cf5387faee9bcb1,1,True,B,2,26033,260339707001173,892763016a3ffff,46.68884721,-85.03075677,12312023
9c51247194d334c5,1,True,R,1,26033,260339707001007,892763016afffff,46.68809623,-85.02993969,12312023
b304b4566548bdbc,1,True,R,1,26033,260339707001007,892763016a3ffff,46.68838726,-85.02993469,12312023
0e933b3a4f09286f,1,True,R,1,26033,260339707001174,89276301633ffff,46.68755218,-85.0360733,12312023
63ab1362ebacca17,1,True,R,1,26033,260339707001007,892763016a3ffff,46.6887972,-85.02989068,12312023
